surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std
linoleum,straight,-180.0,0.21615384615384617,-0.16886337543053967,0.22812858783008041,-0.24733639494833526,12,-3.141592653589793,0.11340110802404306,0.09609644159450306,0.10594972466183002,0.11937856267245094,0.8604822043628015,0.2505048972385523
linoleum,straight,0.0,-0.1565671641791045,0.21118254879448906,-0.15704936854190582,0.1399081515499426,12,0.0,0.1194736696797402,0.11907124929095939,0.13555901779233998,0.13661578650010703,0.664707233065442,0.19407821665004843
linoleum,square,-180.0,0.523593570608496,0.17993111366245695,-0.04428243398392651,-0.6818140068886338,3,-3.141592653589793,0.1680144118407065,0.23966568082851808,0.2496206402182312,0.15831615377841027,1.4296211251435134,0.5076840670293618
linoleum,square,-90.0,-0.7738691159586681,-0.6815843857634903,0.9494029850746268,0.7843053960964409,3,-1.5707963267948966,0.3779301563534655,0.2674592441787186,0.3044279566750018,0.4427121574190684,3.189161882893226,0.9238642074608098
linoleum,square,0.0,-0.6071323544222209,0.03319737345660361,0.060694503192539336,0.6503353676959333,3,0.0,0.24981119451947292,0.16289568679457714,0.1742745878276644,0.2783122426983703,1.351359598767297,0.5136902187031728
linoleum,square,90.0,0.7690470723306544,0.8867623421354764,-0.7880482204362802,-0.969357060849598,3,1.5707963267948966,0.3588206134621721,0.2960355712642492,0.2763070672331254,0.43229301288838895,3.413214695752009,0.9892545223555955
linoleum,square,-180.0,-0.09754063689648919,-0.532998972747598,0.6798477249380626,0.08718351562027914,4,-3.141592653589793,0.25161959516077764,0.19292887212052262,0.18482734898353337,0.3000949969867065,1.3975708502024289,0.5029043924936197
linoleum,square,-90.0,-0.7239407358810345,-0.7201683888251053,0.9462795910557104,0.7500410037723471,4,-1.5707963267948966,0.22912245397693887,0.36384701830865723,0.40816282076858584,0.2859709786784422,3.140429719534197,0.9100982754084033
linoleum,square,0.0,-0.08696597981751164,0.4577436703124056,-0.37540636896489227,0.04176687413136745,4,0.0,0.18719364281248904,0.2953910286695624,0.36930405678209793,0.20176788935611975,0.9618828932261769,0.34613193611519333
linoleum,square,90.0,0.8133869115958668,0.7642020665901262,-0.7413203214695753,-0.9337772675086109,4,1.5707963267948966,0.2683223553846177,0.3923911915138128,0.39057582836787436,0.31307222812953195,3.2526865671641794,0.9424651874350636
